OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity
13-10-2021,06-08-2021,SO56033,540,16717,6,1,1
13-10-2021,27-06-2021,SO56048,528,13267,6,1,2
13-10-2021,27-07-2021,SO56048,215,13267,6,3,1
13-10-2021,23-09-2021,SO56048,537,13267,6,2,1
13-10-2021,25-08-2021,SO56055,464,15886,4,3,2
13-10-2021,11-09-2021,SO56055,226,15886,4,2,1
13-10-2021,13-07-2021,SO56055,595,15886,4,1,1
13-10-2021,29-08-2021,SO56061,477,20990,9,3,2
13-10-2021,02-08-2021,SO56061,479,20990,9,2,1
13-10-2021,20-07-2021,SO56061,482,20990,9,5,1
13-10-2021,26-09-2021,SO56061,487,20990,9,4,1
13-10-2021,05-07-2021,SO56061,604,20990,9,1,1
13-10-2021,12-07-2021,SO56056,536,14095,4,2,3
13-10-2021,09-08-2021,SO56056,480,14095,4,3,2
13-10-2021,21-09-2021,SO56056,587,14095,4,1,1
13-10-2021,07-07-2021,SO56039,528,11651,6,1,2
13-10-2021,24-08-2021,SO56039,536,11651,6,2,2
13-10-2021,27-07-2021,SO56046,480,18165,10,3,2
13-10-2021,18-06-2021,SO56046,528,18165,10,2,2
13-10-2021,14-07-2021,SO56046,537,18165,10,1,1
13-10-2021,20-09-2021,SO56060,605,28211,9,1,1
13-10-2021,20-08-2021,SO56043,478,20438,4,2,3
13-10-2021,24-07-2021,SO56043,477,20438,4,1,2
13-10-2021,17-08-2021,SO56043,487,20438,4,3,1
13-10-2021,01-07-2021,SO56059,480,12207,1,2,2
13-10-2021,28-06-2021,SO56059,360,12207,1,1,1
13-10-2021,29-07-2021,SO56022,477,12366,1,1,2
13-10-2021,21-06-2021,SO56022,479,12366,1,2,2
13-10-2021,01-07-2021,SO56062,375,19083,9,1,1
13-10-2021,29-08-2021,SO56023,485,23522,9,1,2
13-10-2021,15-06-2021,SO56023,220,23522,9,2,1
13-10-2021,09-09-2021,SO56023,471,23522,9,3,1
13-10-2021,12-08-2021,SO56049,537,12099,1,1,1
13-10-2021,15-09-2021,SO56020,223,24910,9,3,2
13-10-2021,27-06-2021,SO56020,383,24910,9,1,1
13-10-2021,20-06-2021,SO56020,488,24910,9,2,1
13-10-2021,04-08-2021,SO56042,481,14633,6,3,3
13-10-2021,07-07-2021,SO56042,477,14633,6,1,2
13-10-2021,02-09-2021,SO56042,478,14633,6,2,1
14-10-2021,27-09-2021,SO56097,480,24693,7,2,2
14-10-2021,13-08-2021,SO56097,530,24693,7,1,2
14-10-2021,08-07-2021,SO56105,485,14098,1,2,2
14-10-2021,23-08-2021,SO56105,488,14098,1,3,1
14-10-2021,12-09-2021,SO56105,590,14098,1,1,1
14-10-2021,26-06-2021,SO56119,480,22092,1,3,2
14-10-2021,31-07-2021,SO56119,538,22092,1,2,2
14-10-2021,05-07-2021,SO56119,604,22092,1,1,1
14-10-2021,11-07-2021,SO56072,220,15798,9,1,1
14-10-2021,24-09-2021,SO56118,215,24807,4,2,1
14-10-2021,23-06-2021,SO56118,232,24807,4,3,1
14-10-2021,24-06-2021,SO56118,576,24807,4,1,1
14-10-2021,02-08-2021,SO56076,535,26335,4,2,3
14-10-2021,30-06-2021,SO56076,462,26335,4,3,2
14-10-2021,23-07-2021,SO56076,528,26335,4,1,2
14-10-2021,15-09-2021,SO56076,220,26335,4,4,1
14-10-2021,24-06-2021,SO56080,484,23002,1,5,3
14-10-2021,26-07-2021,SO56080,485,23002,1,3,3
14-10-2021,19-06-2021,SO56080,480,23002,1,4,2
14-10-2021,29-07-2021,SO56080,536,23002,1,2,2
14-10-2021,25-09-2021,SO56080,528,23002,1,1,1
14-10-2021,28-09-2021,SO56092,229,28539,7,2,1
14-10-2021,08-07-2021,SO56092,474,28539,7,1,1
14-10-2021,01-08-2021,SO56094,480,26218,10,2,3
14-10-2021,06-07-2021,SO56094,529,26218,10,1,2
14-10-2021,10-08-2021,SO56106,356,12918,4,1,1
14-10-2021,30-06-2021,SO56093,477,24858,10,1,2
14-10-2021,09-09-2021,SO56093,214,24858,10,2,1
14-10-2021,17-09-2021,SO56112,466,19595,9,5,2
14-10-2021,13-09-2021,SO56112,477,19595,9,3,2
14-10-2021,05-07-2021,SO56112,479,19595,9,2,2
14-10-2021,02-07-2021,SO56112,215,19595,9,4,1
14-10-2021,08-08-2021,SO56112,377,19595,9,1,1
14-10-2021,09-08-2021,SO56085,474,20127,1,1,1
14-10-2021,05-08-2021,SO56122,539,18617,6,2,3
14-10-2021,13-08-2021,SO56122,385,18617,6,1,1
14-10-2021,19-07-2021,SO56122,480,18617,6,3,1
14-10-2021,09-08-2021,SO56116,215,28847,4,2,1
14-10-2021,27-09-2021,SO56116,570,28847,4,1,1
14-10-2021,26-09-2021,SO56100,537,11687,4,1,1
14-10-2021,18-06-2021,SO56107,214,27859,8,2,1
14-10-2021,21-08-2021,SO56107,569,27859,8,1,1
14-10-2021,28-08-2021,SO56081,478,21294,4,1,2
14-10-2021,05-09-2021,SO56117,479,25381,4,2,3
14-10-2021,31-08-2021,SO56117,477,25381,4,3,2
14-10-2021,27-08-2021,SO56117,560,25381,4,1,1
14-10-2021,23-08-2021,SO56108,479,27882,8,2,2
14-10-2021,15-09-2021,SO56108,214,27882,8,4,1
14-10-2021,11-07-2021,SO56108,477,27882,8,3,1
14-10-2021,01-07-2021,SO56108,570,27882,8,1,1
14-10-2021,22-08-2021,SO56098,530,27336,8,1,3
14-10-2021,04-08-2021,SO56098,480,27336,8,3,2
14-10-2021,26-06-2021,SO56098,541,27336,8,2,2
14-10-2021,05-08-2021,SO56104,480,13992,4,3,2
14-10-2021,06-09-2021,SO56104,536,13992,4,2,2
14-10-2021,26-07-2021,SO56104,589,13992,4,1,1
14-10-2021,25-07-2021,SO56124,479,28712,10,2,2
14-10-2021,21-09-2021,SO56124,574,28712,10,1,1
14-10-2021,04-08-2021,SO56077,528,11641,6,1,2
14-10-2021,17-06-2021,SO56077,536,11641,6,2,2
14-10-2021,13-08-2021,SO56077,215,11641,6,3,1
14-10-2021,29-09-2021,SO56087,462,11641,6,3,2
14-10-2021,28-06-2021,SO56087,235,11641,6,2,1
14-10-2021,04-09-2021,SO56087,476,11641,6,1,1
14-10-2021,11-08-2021,SO56075,530,27914,4,1,2
14-10-2021,27-09-2021,SO56075,220,27914,4,2,1
14-10-2021,21-08-2021,SO56084,474,11505,6,1,1
14-10-2021,29-09-2021,SO56084,490,11505,6,2,1
14-10-2021,15-08-2021,SO56089,528,14399,4,1,1
14-10-2021,15-07-2021,SO56091,529,14143,10,1,2
14-10-2021,10-07-2021,SO56091,490,14143,10,3,1
14-10-2021,09-07-2021,SO56091,540,14143,10,2,1
14-10-2021,18-06-2021,SO56113,477,12348,9,3,2
14-10-2021,27-07-2021,SO56113,478,12348,9,2,2
14-10-2021,26-06-2021,SO56113,220,12348,9,4,1
14-10-2021,21-07-2021,SO56113,352,12348,9,1,1
14-10-2021,04-09-2021,SO56113,489,12348,9,5,1
14-10-2021,29-07-2021,SO56068,483,12192,1,1,1
14-10-2021,09-07-2021,SO56099,528,11784,6,2,2
14-10-2021,23-08-2021,SO56099,215,11784,6,3,1
14-10-2021,28-09-2021,SO56099,537,11784,6,1,1
14-10-2021,24-07-2021,SO56088,477,25062,6,1,3
14-10-2021,21-08-2021,SO56088,223,25062,6,2,2
14-10-2021,09-08-2021,SO56101,489,16970,1,2,1
14-10-2021,30-06-2021,SO56101,582,16970,1,1,1
14-10-2021,18-08-2021,SO56109,484,20996,9,4,2
14-10-2021,19-08-2021,SO56109,538,20996,9,2,2
14-10-2021,30-07-2021,SO56109,480,20996,9,3,1
14-10-2021,09-08-2021,SO56109,606,20996,9,1,1
14-10-2021,20-08-2021,SO56095,480,29409,8,3,2
14-10-2021,16-06-2021,SO56095,541,29409,8,1,2
14-10-2021,25-07-2021,SO56095,530,29409,8,2,1
14-10-2021,19-09-2021,SO56102,489,16972,1,2,1
14-10-2021,05-08-2021,SO56102,581,16972,1,1,1
14-10-2021,26-07-2021,SO56083,223,19886,1,1,2
14-10-2021,16-09-2021,SO56083,474,19886,1,2,1
14-10-2021,18-09-2021,SO56110,482,28961,9,4,2
14-10-2021,31-07-2021,SO56110,215,28961,9,2,1
14-10-2021,07-08-2021,SO56110,229,28961,9,3,1
14-10-2021,25-09-2021,SO56110,563,28961,9,1,1
14-10-2021,27-07-2021,SO56086,475,19833,1,1,1
14-10-2021,07-09-2021,SO56082,477,20789,4,2,2
14-10-2021,29-07-2021,SO56082,478,20789,4,1,2
14-10-2021,05-08-2021,SO56082,464,20789,4,3,1
14-10-2021,21-06-2021,SO56115,223,24392,6,2,2
14-10-2021,30-07-2021,SO56115,566,24392,6,1,1
14-10-2021,12-08-2021,SO56120,215,25104,6,2,1
14-10-2021,31-07-2021,SO56120,584,25104,6,1,1
14-10-2021,04-08-2021,SO56078,214,23797,4,2,1
14-10-2021,05-09-2021,SO56078,540,23797,4,1,1
14-10-2021,26-09-2021,SO56069,485,18733,9,1,2
14-10-2021,24-06-2021,SO56103,477,20345,4,3,2
14-10-2021,20-06-2021,SO56103,479,20345,4,2,2
14-10-2021,13-09-2021,SO56103,379,20345,4,1,1
14-10-2021,30-08-2021,SO56103,473,20345,4,4,1
14-10-2021,19-08-2021,SO56071,530,14307,9,1,1
14-10-2021,19-06-2021,SO56121,480,22054,4,3,2
14-10-2021,27-06-2021,SO56121,538,22054,4,2,2
14-10-2021,29-08-2021,SO56121,604,22054,4,1,1
14-10-2021,23-08-2021,SO56114,485,12670,9,2,2
14-10-2021,26-09-2021,SO56114,214,12670,9,3,1
14-10-2021,07-07-2021,SO56114,360,12670,9,1,1
14-10-2021,07-07-2021,SO56079,223,22068,4,3,2
14-10-2021,27-06-2021,SO56079,477,22068,4,2,2
14-10-2021,17-06-2021,SO56079,478,22068,4,1,2
14-10-2021,30-08-2021,SO56096,480,20962,7,2,2
14-10-2021,15-07-2021,SO56096,529,20962,7,1,2
14-10-2021,05-09-2021,SO56090,528,14696,8,1,3
14-10-2021,15-08-2021,SO56090,480,14696,8,3,2
14-10-2021,21-09-2021,SO56090,537,14696,8,2,1
14-10-2021,25-09-2021,SO56111,371,19594,9,1,1
14-10-2021,01-08-2021,SO56070,481,22843,9,2,2
14-10-2021,18-07-2021,SO56070,528,22843,9,3,2
14-10-2021,12-09-2021,SO56070,537,22843,9,1,1
14-10-2021,08-08-2021,SO56073,541,16023,9,1,3
14-10-2021,15-09-2021,SO56073,530,16023,9,2,2
14-10-2021,01-08-2021,SO56073,484,16023,9,4,1
14-10-2021,11-09-2021,SO56073,487,16023,9,3,1
14-10-2021,06-07-2021,SO56074,530,27388,1,2,3
14-10-2021,16-06-2021,SO56074,541,27388,1,1,2
14-10-2021,17-07-2021,SO56074,235,27388,1,3,1
14-10-2021,23-06-2021,SO56123,538,21089,7,2,2
14-10-2021,11-07-2021,SO56123,605,21089,7,1,1
15-10-2021,22-08-2021,SO56176,220,11541,1,4,1
15-10-2021,17-09-2021,SO56176,354,11541,1,1,1
15-10-2021,26-06-2021,SO56176,528,11541,1,3,1
15-10-2021,05-08-2021,SO56176,537,11541,1,2,1
15-10-2021,21-08-2021,SO56174,478,13328,6,2,3
15-10-2021,26-09-2021,SO56174,477,13328,6,3,2
15-10-2021,25-07-2021,SO56174,360,13328,6,1,1
15-10-2021,27-08-2021,SO56143,529,24830,1,2,3
15-10-2021,04-09-2021,SO56143,462,24830,1,4,2
15-10-2021,15-07-2021,SO56143,220,24830,1,3,1
15-10-2021,17-06-2021,SO56143,540,24830,1,1,1
15-10-2021,02-07-2021,SO56145,529,24813,4,2,2
15-10-2021,13-08-2021,SO56145,215,24813,4,3,1
15-10-2021,06-07-2021,SO56145,540,24813,4,1,1
15-10-2021,04-07-2021,SO56139,480,27218,4,2,2
15-10-2021,22-06-2021,SO56139,529,27218,4,1,2
15-10-2021,24-07-2021,SO56142,529,24451,1,2,2
15-10-2021,04-09-2021,SO56142,480,24451,1,3,1
15-10-2021,11-07-2021,SO56142,540,24451,1,1,1
15-10-2021,22-07-2021,SO56178,215,17984,8,2,1
15-10-2021,15-07-2021,SO56178,579,17984,8,1,1
15-10-2021,30-06-2021,SO56187,477,13973,9,3,2
15-10-2021,16-07-2021,SO56187,479,13973,9,2,2
15-10-2021,01-08-2021,SO56187,484,13973,9,4,2
15-10-2021,05-09-2021,SO56187,570,13973,9,1,1
15-10-2021,04-09-2021,SO56165,530,22698,7,2,2
15-10-2021,08-08-2021,SO56165,541,22698,7,1,2
15-10-2021,11-07-2021,SO56165,220,22698,7,3,1
15-10-2021,16-07-2021,SO56172,477,11399,7,2,3
15-10-2021,15-09-2021,SO56172,479,11399,7,1,2
15-10-2021,15-07-2021,SO56157,485,13899,1,1,2
15-10-2021,05-09-2021,SO56184,477,22045,1,3,3
15-10-2021,03-09-2021,SO56184,484,22045,1,4,2
15-10-2021,02-08-2021,SO56184,479,22045,1,2,1
15-10-2021,31-07-2021,SO56184,604,22045,1,1,1
15-10-2021,01-07-2021,SO56164,529,19921,8,1,2
15-10-2021,25-06-2021,SO56164,539,19921,8,2,2
15-10-2021,23-09-2021,SO56164,220,19921,8,3,1
15-10-2021,22-08-2021,SO56151,477,20676,4,2,2
15-10-2021,10-08-2021,SO56151,478,20676,4,1,2
15-10-2021,18-07-2021,SO56130,530,14686,9,1,2
15-10-2021,17-08-2021,SO56130,487,14686,9,2,1
15-10-2021,02-08-2021,SO56133,223,11249,8,3,2
15-10-2021,08-09-2021,SO56133,229,11249,8,2,1
15-10-2021,14-09-2021,SO56133,580,11249,8,1,1
15-10-2021,27-07-2021,SO56131,462,25012,9,4,2
15-10-2021,16-09-2021,SO56131,477,25012,9,1,2
15-10-2021,03-09-2021,SO56131,214,25012,9,3,1
15-10-2021,05-08-2021,SO56131,478,25012,9,2,1
15-10-2021,17-09-2021,SO56186,477,15117,8,2,3
15-10-2021,03-09-2021,SO56186,479,15117,8,3,2
15-10-2021,23-06-2021,SO56186,564,15117,8,1,1
15-10-2021,26-08-2021,SO56129,462,15795,9,4,2
15-10-2021,04-09-2021,SO56129,529,15795,9,2,2
15-10-2021,24-06-2021,SO56129,539,15795,9,1,2
15-10-2021,30-08-2021,SO56129,214,15795,9,3,1
15-10-2021,19-07-2021,SO56126,478,11615,10,3,3
15-10-2021,21-07-2021,SO56126,477,11615,10,4,2
15-10-2021,03-07-2021,SO56126,485,11615,10,2,2
15-10-2021,29-06-2021,SO56126,352,11615,10,1,1
15-10-2021,04-09-2021,SO56166,530,24109,7,1,2
15-10-2021,11-08-2021,SO56140,529,27023,1,2,2
15-10-2021,26-06-2021,SO56140,538,27023,1,1,2
15-10-2021,13-09-2021,SO56140,215,27023,1,3,1
15-10-2021,25-09-2021,SO56185,226,18580,6,2,1
15-10-2021,29-08-2021,SO56185,387,18580,6,1,1
15-10-2021,14-09-2021,SO56141,480,25259,1,3,2
15-10-2021,20-06-2021,SO56141,535,25259,1,2,2
15-10-2021,23-08-2021,SO56141,528,25259,1,1,1
15-10-2021,04-07-2021,SO56161,223,14545,10,1,1
15-10-2021,15-08-2021,SO56161,476,14545,10,2,1
15-10-2021,29-07-2021,SO56156,477,24763,6,1,1
15-10-2021,09-09-2021,SO56181,482,29183,9,1,3
15-10-2021,21-06-2021,SO56181,574,29183,9,2,1
15-10-2021,21-08-2021,SO56137,529,11013,1,1,2
15-10-2021,02-07-2021,SO56137,215,11013,1,2,1
15-10-2021,14-07-2021,SO56177,477,12707,1,3,2
15-10-2021,28-09-2021,SO56177,478,12707,1,2,2
15-10-2021,16-08-2021,SO56177,215,12707,1,4,1
15-10-2021,13-07-2021,SO56177,356,12707,1,1,1
15-10-2021,27-09-2021,SO56134,539,25305,8,2,2
15-10-2021,19-08-2021,SO56134,583,25305,8,1,1
15-10-2021,22-06-2021,SO56135,223,11670,4,1,2
15-10-2021,23-07-2021,SO56135,491,11670,4,2,1
15-10-2021,21-09-2021,SO56180,477,29115,9,2,2
15-10-2021,05-08-2021,SO56180,479,29115,9,3,2
15-10-2021,20-08-2021,SO56180,223,29115,9,4,1
15-10-2021,29-09-2021,SO56180,573,29115,9,1,1
15-10-2021,16-08-2021,SO56146,480,26542,1,2,1
15-10-2021,18-06-2021,SO56146,535,26542,1,1,1
15-10-2021,25-08-2021,SO56138,480,27382,4,3,2
15-10-2021,19-07-2021,SO56138,530,27382,4,1,2
15-10-2021,31-08-2021,SO56138,541,27382,4,2,2
15-10-2021,25-06-2021,SO56162,529,14529,10,2,2
15-10-2021,12-08-2021,SO56162,486,14529,10,3,1
15-10-2021,14-07-2021,SO56162,540,14529,10,1,1
15-10-2021,17-09-2021,SO56125,383,24912,9,1,1
15-10-2021,20-09-2021,SO56179,576,29114,9,1,1
15-10-2021,17-09-2021,SO56127,482,12648,10,3,2
15-10-2021,16-08-2021,SO56127,485,12648,10,2,2
15-10-2021,20-09-2021,SO56127,362,12648,10,1,1
15-10-2021,04-09-2021,SO56160,485,18186,10,1,2
15-10-2021,15-09-2021,SO56160,472,18186,10,2,1
15-10-2021,27-07-2021,SO56167,462,11807,4,3,2
15-10-2021,22-08-2021,SO56167,528,11807,4,1,2
15-10-2021,29-08-2021,SO56167,214,11807,4,4,1
15-10-2021,16-09-2021,SO56167,537,11807,4,2,1
15-10-2021,12-07-2021,SO56183,214,22082,4,2,1
15-10-2021,04-07-2021,SO56183,584,22082,4,1,1
15-10-2021,07-09-2021,SO56170,528,12533,1,1,3
15-10-2021,09-08-2021,SO56170,486,12533,1,3,1
15-10-2021,17-09-2021,SO56170,537,12533,1,2,1
15-10-2021,31-07-2021,SO56144,480,24991,1,2,2
15-10-2021,24-09-2021,SO56144,540,24991,1,1,1
15-10-2021,15-08-2021,SO56173,484,19128,4,5,3
15-10-2021,26-07-2021,SO56173,477,19128,4,3,2
15-10-2021,25-06-2021,SO56173,478,19128,4,2,1
15-10-2021,30-09-2021,SO56173,487,19128,4,4,1
15-10-2021,21-09-2021,SO56173,591,19128,4,1,1
15-10-2021,26-09-2021,SO56132,530,15212,9,1,3
15-10-2021,27-08-2021,SO56158,485,20299,6,1,2
15-10-2021,03-07-2021,SO56158,215,20299,6,2,1
15-10-2021,22-06-2021,SO56175,352,12942,4,1,1
15-10-2021,12-09-2021,SO56168,528,13860,6,1,1
15-10-2021,06-08-2021,SO56168,537,13860,6,2,1
15-10-2021,18-06-2021,SO56152,477,18546,5,1,2
15-10-2021,15-09-2021,SO56152,466,18546,5,2,1
15-10-2021,28-06-2021,SO56149,466,22122,1,3,3
15-10-2021,11-08-2021,SO56149,536,22122,1,1,3
15-10-2021,18-09-2021,SO56149,528,22122,1,2,2
15-10-2021,13-07-2021,SO56149,214,22122,1,4,1
15-10-2021,06-07-2021,SO56155,477,19641,1,2,2
15-10-2021,28-06-2021,SO56155,471,19641,1,1,1
15-10-2021,16-08-2021,SO56128,215,14070,9,2,1
15-10-2021,29-06-2021,SO56128,577,14070,9,1,1
15-10-2021,23-08-2021,SO56182,479,22875,4,3,3
15-10-2021,21-08-2021,SO56182,480,22875,4,4,3
15-10-2021,20-07-2021,SO56182,477,22875,4,2,2
15-10-2021,22-09-2021,SO56182,605,22875,4,1,1
15-10-2021,28-08-2021,SO56159,477,16055,8,5,3
15-10-2021,23-07-2021,SO56159,466,16055,8,4,2
15-10-2021,06-08-2021,SO56159,478,16055,8,3,2
15-10-2021,23-07-2021,SO56159,485,16055,8,2,2
15-10-2021,29-07-2021,SO56159,528,16055,8,1,2
15-10-2021,29-07-2021,SO56147,480,11331,6,2,2
15-10-2021,07-08-2021,SO56147,535,11331,6,1,2
15-10-2021,06-08-2021,SO56163,464,13814,10,3,2
15-10-2021,18-08-2021,SO56163,235,13814,10,2,1
15-10-2021,27-06-2021,SO56163,540,13814,10,1,1
15-10-2021,27-07-2021,SO56136,223,11081,4,3,2
15-10-2021,20-09-2021,SO56136,529,11081,4,1,2
15-10-2021,22-06-2021,SO56136,488,11081,4,2,1
15-10-2021,16-08-2021,SO56154,477,24489,6,1,2
15-10-2021,13-08-2021,SO56169,480,11744,4,2,2
15-10-2021,25-09-2021,SO56169,537,11744,4,1,1
15-10-2021,01-07-2021,SO56148,480,24928,4,2,2
15-10-2021,13-07-2021,SO56148,535,24928,4,1,2
15-10-2021,20-07-2021,SO56150,536,12964,6,1,2
16-10-2021,25-09-2021,SO56201,482,18675,4,2,2
16-10-2021,06-08-2021,SO56201,226,18675,4,3,1
16-10-2021,14-08-2021,SO56201,474,18675,4,1,1
16-10-2021,29-07-2021,SO56211,485,13227,4,1,2
16-10-2021,02-07-2021,SO56211,232,13227,4,2,1
16-10-2021,17-08-2021,SO56207,528,17895,10,2,2
16-10-2021,10-09-2021,SO56207,535,17895,10,1,2
16-10-2021,25-07-2021,SO56189,538,19587,9,1,2
16-10-2021,10-09-2021,SO56205,485,14903,4,2,3
16-10-2021,09-08-2021,SO56205,528,14903,4,1,2
16-10-2021,21-07-2021,SO56205,215,14903,4,3,1
16-10-2021,10-09-2021,SO56199,540,14723,6,1,1
16-10-2021,22-07-2021,SO56188,480,12645,10,3,2
16-10-2021,19-06-2021,SO56188,356,12645,10,1,1
16-10-2021,30-06-2021,SO56188,537,12645,10,2,1
16-10-2021,24-08-2021,SO56197,480,11277,6,2,2
16-10-2021,23-06-2021,SO56197,484,11277,6,3,2
16-10-2021,11-08-2021,SO56197,530,11277,6,1,2
16-10-2021,21-09-2021,SO56198,536,23697,1,1,2
16-10-2021,21-07-2021,SO56198,220,23697,1,3,1
16-10-2021,18-07-2021,SO56198,528,23697,1,2,1
16-10-2021,10-08-2021,SO56212,600,21768,6,1,1
16-10-2021,27-07-2021,SO56193,480,20173,10,4,2
16-10-2021,24-07-2021,SO56193,529,20173,10,2,2
16-10-2021,21-07-2021,SO56193,379,20173,10,1,1
16-10-2021,22-09-2021,SO56193,540,20173,10,3,1
16-10-2021,27-09-2021,SO56204,480,15385,1,2,2
16-10-2021,18-07-2021,SO56204,528,15385,1,1,2
16-10-2021,23-08-2021,SO56214,480,13189,4,2,3
16-10-2021,30-06-2021,SO56214,354,13189,4,1,1
16-10-2021,29-08-2021,SO56222,223,22088,4,2,3
16-10-2021,04-09-2021,SO56222,538,22088,4,3,2
16-10-2021,25-08-2021,SO56222,584,22088,4,1,1
16-10-2021,14-08-2021,SO56206,485,14828,8,1,2
16-10-2021,01-10-2021,SO56206,488,14828,8,2,1
16-10-2021,22-09-2021,SO56196,530,27210,4,1,2
16-10-2021,09-07-2021,SO56196,480,27210,4,2,1
16-10-2021,27-08-2021,SO56213,477,15865,4,3,2
16-10-2021,17-09-2021,SO56213,478,15865,4,2,2
16-10-2021,11-07-2021,SO56213,491,15865,4,4,1
16-10-2021,02-07-2021,SO56213,592,15865,4,1,1
16-10-2021,12-09-2021,SO56220,223,24819,1,1,3
16-10-2021,12-08-2021,SO56220,574,24819,1,2,1
16-10-2021,18-07-2021,SO56203,477,17170,4,1,2
16-10-2021,06-08-2021,SO56203,482,17170,4,2,2
16-10-2021,07-07-2021,SO56221,223,22879,4,3,2
16-10-2021,15-09-2021,SO56221,479,22879,4,4,2
16-10-2021,25-08-2021,SO56221,477,22879,4,2,1
16-10-2021,10-07-2021,SO56221,605,22879,4,1,1
16-10-2021,28-09-2021,SO56202,477,25347,6,1,1
16-10-2021,08-09-2021,SO56202,487,25347,6,2,1
16-10-2021,30-09-2021,SO56192,475,27360,9,1,1
16-10-2021,27-06-2021,SO56195,480,11195,1,2,2
16-10-2021,21-06-2021,SO56195,529,11195,1,1,2
16-10-2021,24-09-2021,SO56217,566,26344,4,1,1
16-10-2021,12-08-2021,SO56209,538,26889,8,1,2
16-10-2021,08-09-2021,SO56209,223,26889,8,2,1
16-10-2021,08-09-2021,SO56223,223,23760,10,3,3
16-10-2021,29-06-2021,SO56223,381,23760,10,1,1
16-10-2021,26-07-2021,SO56223,491,23760,10,2,1
16-10-2021,21-08-2021,SO56215,561,29293,9,1,1
16-10-2021,26-06-2021,SO56190,223,21283,9,5,3
16-10-2021,21-07-2021,SO56190,485,21283,9,2,2
16-10-2021,21-09-2021,SO56190,528,21283,9,1,2
16-10-2021,20-07-2021,SO56190,214,21283,9,3,1
16-10-2021,01-07-2021,SO56190,489,21283,9,4,1
16-10-2021,24-06-2021,SO56191,223,14099,9,1,3
16-10-2021,12-09-2021,SO56191,530,14099,9,2,2
16-10-2021,27-07-2021,SO56219,464,24348,4,3,2
16-10-2021,12-08-2021,SO56219,214,24348,4,2,1
16-10-2021,20-06-2021,SO56219,563,24348,4,1,1
16-10-2021,20-07-2021,SO56200,477,22215,4,2,2
16-10-2021,13-07-2021,SO56200,482,22215,4,4,2
16-10-2021,22-09-2021,SO56200,220,22215,4,3,1
16-10-2021,18-07-2021,SO56200,536,22215,4,1,1
16-10-2021,27-06-2021,SO56210,530,17879,10,1,2
16-10-2021,17-09-2021,SO56210,235,17879,10,2,1
16-10-2021,25-06-2021,SO56224,530,24153,7,2,3
16-10-2021,27-07-2021,SO56224,541,24153,7,3,2
16-10-2021,01-10-2021,SO56224,562,24153,7,1,1
16-10-2021,23-08-2021,SO56208,480,19328,10,2,2
16-10-2021,18-06-2021,SO56208,539,19328,10,1,1
16-10-2021,22-09-2021,SO56216,477,19556,9,2,2
16-10-2021,28-08-2021,SO56216,479,19556,9,3,2
16-10-2021,08-08-2021,SO56216,375,19556,9,1,1
16-10-2021,25-07-2021,SO56218,223,12340,9,3,2
16-10-2021,24-06-2021,SO56218,477,12340,9,2,2
16-10-2021,25-07-2021,SO56218,478,12340,9,4,2
16-10-2021,20-06-2021,SO56218,360,12340,9,1,1
17-10-2021,17-08-2021,SO56251,528,24546,10,2,2
17-10-2021,02-08-2021,SO56251,536,24546,10,1,2
17-10-2021,13-07-2021,SO56251,480,24546,10,3,1
17-10-2021,09-07-2021,SO56242,477,13179,6,2,3
17-10-2021,30-08-2021,SO56242,478,13179,6,1,2
17-10-2021,06-07-2021,SO56242,484,13179,6,4,2
17-10-2021,13-08-2021,SO56242,487,13179,6,3,1
17-10-2021,07-08-2021,SO56230,538,24455,9,2,2
17-10-2021,18-09-2021,SO56230,235,24455,9,3,1
17-10-2021,22-06-2021,SO56230,529,24455,9,1,1
17-10-2021,15-09-2021,SO56250,476,28452,7,1,1
17-10-2021,28-09-2021,SO56255,528,11971,4,2,2
17-10-2021,09-07-2021,SO56255,214,11971,4,3,1
17-10-2021,01-08-2021,SO56255,537,11971,4,1,1
17-10-2021,07-07-2021,SO56236,480,28004,1,2,2
17-10-2021,04-08-2021,SO56236,530,28004,1,1,2
17-10-2021,08-09-2021,SO56271,479,21336,6,2,2
17-10-2021,12-07-2021,SO56271,484,21336,6,3,2
17-10-2021,22-07-2021,SO56271,605,21336,6,1,1
17-10-2021,10-07-2021,SO56253,480,11566,7,2,2
17-10-2021,27-07-2021,SO56253,530,11566,7,1,1
17-10-2021,04-09-2021,SO56232,477,16389,8,3,2
17-10-2021,30-07-2021,SO56232,479,16389,8,2,2
17-10-2021,01-07-2021,SO56232,375,16389,8,1,1
17-10-2021,01-09-2021,SO56240,480,22747,4,2,1
17-10-2021,14-07-2021,SO56240,536,22747,4,1,1
17-10-2021,01-09-2021,SO56260,539,19557,9,2,2
17-10-2021,23-07-2021,SO56260,489,19557,9,3,1
17-10-2021,04-08-2021,SO56260,583,19557,9,1,1
17-10-2021,11-09-2021,SO56261,477,20999,9,3,2
17-10-2021,21-06-2021,SO56261,479,20999,9,2,2
17-10-2021,14-09-2021,SO56261,584,20999,9,1,1
17-10-2021,07-09-2021,SO56227,223,11616,10,5,3
17-10-2021,04-09-2021,SO56227,477,11616,10,3,2
17-10-2021,27-09-2021,SO56227,478,11616,10,2,2
